"CountryName","gathering-CountryCode","gathering-Date","Gathering Restrictions","gathering-PolicyValue","gathering-Flag","gathering-Notes","gathering-region","gathering-value"
"El Salvador","SLV",20200930,"C4: Restrictions on gatherings",3,"National",""" Large gatherings are discouraged.""    Source: http://web.archive.org/web/20201010100541/https://www.gov.uk/foreign-travel-advice/el-salvador/coronavirus","el salvador","restrictions on gatherings between 11-100 people"
"San Marino","SMR",20200915,"C4: Restrictions on gatherings",0,NA,"No change in policy.","san marino","no restrictions"
"Somalia","SOM",20200911,"C4: Restrictions on gatherings",0,NA,"No policy found","somalia","no restrictions"
"Serbia","SRB",20201001,"C4: Restrictions on gatherings",4,"National","No change in policy: https://web.archive.org/save/https://www.srbija.gov.rs/news/section.php?id=151926&start=0","serbia","restrictions on gatherings of <= 10 people"
"South Sudan","SSD",20200922,"C4: Restrictions on gatherings",3,"National","Public rallies are not allowed, and public gatherings for funerals are limited to a maximum of 50 people.    https://web.archive.org/web/20201007084146/https://www.gov.uk/foreign-travel-advice/south-sudan/coronavirus","south sudan","restrictions on gatherings between 11-100 people"
"Suriname","SUR",20200828,"C4: Restrictions on gatherings",4,"National","The Government of Suriname has announced a “total lockdown” as a countermeasure to the spread of COVID-19 from Friday, August 28 at 8pm to Sunday, August 30 at 5am. People are instructed to stay home during this time. The Government of Suriname has also instituted a daily nationwide curfew between the hours of 8pm to 5am. The curfew will remain in place until further announcement by the Government of Suriname. Violators of the lockdown or curfew measures may be fined.   https://sr.usembassy.gov/health-alert-u-s-embassy-paramaribo-suriname-35/","suriname","restrictions on gatherings of <= 10 people"
"Slovakia","SVK",20201013,"C4: Restrictions on gatherings",4,"National","""From October 13, the gathering of more than 6 people is prohibited . Exceptions are people living in the same household.""    http://web.archive.org/web/20201013193940/https://www.mzv.sk/cestovanie_a_konzularne_info/oznamy_a_upozornenia_pred_cestovanim","slovakia","restrictions on gatherings of <= 10 people"
"Slovenia","SVN",20201009,"C4: Restrictions on gatherings",3,"National","Restrictions on gatherings in excess of 10 people   https://web.archive.org/web/20201014110427/https://www.gov.si/en/topics/coronavirus-disease-covid-19/","slovenia","restrictions on gatherings between 11-100 people"
"Sweden","SWE",20200922,"C4: Restrictions on gatherings",3,"National","http://web.archive.org/web/*/https://www.krisinformation.se/en/hazards-and-risks/disasters-and-incidents/2020/official-information-on-the-new-coronavirus/restriktioner-och-forbud","sweden","restrictions on gatherings between 11-100 people"
"Eswatini","SWZ",20200922,"C4: Restrictions on gatherings",2,"National","No policy change found.","eswatini","restrictions on gatherings between 101-1000 people"
"Seychelles","SYC",20200810,"C4: Restrictions on gatherings",4,"National","All official information state that public gathering is still not allowed. However there is no clear number specified on number of people allowed in gathering.  Seychelles Govt officials state: ""do not attend public events and gatherings, including family parties"" Hence making code as 4G  Reference:  http://web.archive.org/web/20201011100744/http://www.nation.sc/articles/6067/covid-19-update  http://web.archive.org/web/20201011101721/http://www.health.gov.sc/wp-content/uploads/COVID-19-GUIDANCE-FOR-PASSIVE-SURVEILLANCE.pdf","seychelles","restrictions on gatherings of <= 10 people"
"Syria","SYR",20201003,"C4: Restrictions on gatherings",2,"Regional","Local authorities have lifted the ban on mass gatherings, however, ""ad-hoc suspension of prayers in some locations well as closures of wedding halls(...)"" has been reported recently.    Source: http://web.archive.org/web/20201007145248/https://reliefweb.int/sites/reliefweb.int/files/resources/finala_covid_response_update_no._11_.pdf","syria","restrictions on gatherings between 101-1000 people"
"Turks and Caicos Islands","TCA",20200828,"C4: Restrictions on gatherings",3,"National"," From the 28 August 2020 to 5:00 a.m. on 15 September 2020 no person shall host or attend any public gathering or social activity of any description, including a wedding, of a gathering of more than ten persons.    Legal notice 91  https://web.archive.org/web/20200901154507/https://www.gov.tc/moh/coronavirus/regulations","turks and caicos islands","restrictions on gatherings between 11-100 people"
"Chad","TCD",20200929,"C4: Restrictions on gatherings",4,"National","According to gov.uk travel advice, attendance at funerals continues to be limited to 2 or 3 close family members. The German embassy for Chad states that places of worship are open since June, and that sports activities are allowed, although without audience.  http://web.archive.org/web/20200928015636/https://www.gov.uk/foreign-travel-advice/chad/coronavirus  https://web.archive.org/web/20201014115938/https://ndjamena.diplo.de/td-de/laenderinfos/reise-sicherheit  ","chad","restrictions on gatherings of <= 10 people"
"Togo","TGO",20200829,"C4: Restrictions on gatherings",3,"National","""Last Updated: 09/04/2020  While numbers of COVID-19 cases remain relatively low in Togo, the country extended its state of emergency for the second time, until Sept. 15. Borders are closed, public meetings of more than 15 people are banned, and schools are closed except for certain grades in which exams are mandatory. Masks are required in public. Churches are partially opened.""    Source: http://web.archive.org/web/20200913233915/https://www.compassion.com/crisis/covid-19/togo-covid19.htm","togo","restrictions on gatherings between 11-100 people"
"Thailand","THA",20200731,"C4: Restrictions on gatherings",2,"National","on 1st August 2020, Through press release, the Ministry of Public Health asked for cooperation from people to keep practicing the protection measures to prevent COVID-19 including wearing a face mask/cloth mask at all times when they leave the residence, washing their hands frequently, avoiding touch face, nose and mouth, keeping space from others, and avoiding visiting crowded places or talking with others in close proximity.     https://web.archive.org/web/20200814000431/https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no187_010863.pdf","thailand","restrictions on gatherings between 101-1000 people"
"Tajikistan","TJK",20200908,"C4: Restrictions on gatherings",2,"National","Large events are prohibited. See: https://tj.usembassy.gov/covid-19-information/ (web archive no available, page updated last on September 3, accessed 17th September 2020)","tajikistan","restrictions on gatherings between 101-1000 people"
"Turkmenistan","TKM",20200808,"C4: Restrictions on gatherings",0,NA,"No restrictive measures have been put in place by the Turkmen authorities. https://web.archive.org/web/20200816123353/https://www.gov.uk/foreign-travel-advice/turkmenistan/coronavirus","turkmenistan","no restrictions"
"Timor-Leste","TLS",20200820,"C4: Restrictions on gatherings",0,NA,"No policy change","timor-leste","no restrictions"
"Trinidad and Tobago","TTO",20200912,"C4: Restrictions on gatherings",4,"National","As announced at the Prime Minister's Media Conference on 12th September 2020, The existing  Regulations  will remain in effect until October 11th 2020. Public gatherings remain limited to 5 people while Funeral and Weddings remain limited to 10 persons.  http://web.archive.org/web/20200924204456/https://www.opm.gov.tt/prime-ministers-media-conference-saturday-12th-september-2020/ ","trinidad and tobago","restrictions on gatherings of <= 10 people"
"Tunisia","TUN",20200926,"C4: Restrictions on gatherings",0,NA,"No change in the previous policy as of now. However, the PM announced on Saturday 3rd October that Tunisian authorities will ban all gatherings and reduce working hours for employees in the public sector in order to stop the rapid spread of the coronavirus. There's no indication as to when this change will be implemented.    https://web.archive.org/web/20201007113710/https://www.usnews.com/news/world/articles/2020-10-03/tunisia-to-ban-gatherings-cut-public-sector-work-hours-due-to-pandemic    https://web.archive.org/web/20201007113719/https://www.thenational.ae/world/mena/tunisia-to-ban-gatherings-and-cut-public-sector-work-hours-due-to-pandemic-1.1087726","tunisia","no restrictions"
"Turkey","TUR",20200923,"C4: Restrictions on gatherings",0,NA,"No relevant information found.","turkey","no restrictions"
"Tanzania","TZA",20200917,"C4: Restrictions on gatherings",0,NA,"According to the IMF website, effective June 1, 2020, the authorities allowed the opening of upper-secondary and tertiary schools and the resumption of sport activities and events. On June 29, 2020 all other educational institutions reopened. As a result, all the restrictions due to Covid-19 have been lifted by July 2020.  http://web.archive.org/web/20200928023258/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19   ","tanzania","no restrictions"
"Uganda","UGA",20200926,"C4: Restrictions on gatherings",4,"National","Gatherings of more than 5 people are still prohibited. Public exercise is still banned.  Source: http://web.archive.org/web/20201005153438/https://www.gov.uk/foreign-travel-advice/uganda/coronavirus","uganda","restrictions on gatherings of <= 10 people"
"Ukraine","UKR",20200916,"C4: Restrictions on gatherings",2,"Regional","Oleh Gelevey, the chairman of Kyiv's Medical Commission and a member of Kyiv City Council, said on 16 September that, Kyiv, the capital city which has been in the ""Orange Zone"" since 14 September, may become part of the ""Red Zone"" if the pandemic keeps worsening: 'the subway, all transport, and all educational institutions, and public catering will have to be shut down in the red zone'.    https://archive.vn/JKiAJ","ukraine","restrictions on gatherings between 101-1000 people"
"Uruguay","URY",20200912,"C4: Restrictions on gatherings",0,NA,"No official restrictions although police officers are strongly advising against public gatherings.  https://web.archive.org/save/https://www.gov.uk/foreign-travel-advice/uruguay/staying-during-coronavirus","uruguay","no restrictions"
"United States of America","USA",20200929,"C4: Restrictions on gatherings",3,"Regional","Hawaii appears to have the strictest gathering limits in the nation, with gatherings of over 10 people not permitted. Some other states, like Connecticut, limit gatherings of over 25.  https://web.archive.org/web/20201012154301/https://www.aarp.org/politics-society/government-elections/info-2020/coronavirus-state-restrictions.html","united states of america","restrictions on gatherings between 11-100 people"
"Uzbekistan","UZB",20200924,"C4: Restrictions on gatherings",3,"National","No evident policy change - All public gatherings of more than 30 people, to include weddings, large family gatherings, and holiday celebrations, are prohibited by the Government of Uzbekistan. See: https://uz.usembassy.gov/covid-19-information/ [accessed 5 October 2020, web archive unavailable]","uzbekistan","restrictions on gatherings between 11-100 people"
"Venezuela","VEN",20200823,"C4: Restrictions on gatherings",4,"National","""Public gatherings are prohibited and people have been instructed to wear face covering at all times when outside.""    Link: https://web.archive.org/web/20200903132143/https://www.gov.uk/foreign-travel-advice/venezuela/coronavirus","venezuela","restrictions on gatherings of <= 10 people"
"British Virgin Islands","VGB",20200826,"C4: Restrictions on gatherings",4,"National","Gatherings restricted to 10 persons (was 20).    https://web.archive.org/web/20200901151632/https://www.gov.uk/foreign-travel-advice/british-virgin-islands/coronavirus","british virgin islands","restrictions on gatherings of <= 10 people"
"Vietnam","VNM",20200926,"C4: Restrictions on gatherings",3,"National","From September 5, Da Nang authorities eased social distancing measures including the reopening of shops and restaurants though only for takeaways. In addition, the gathering of more than 20 people remains banned while non-essential businesses such as beauty salons, karaoke, movie theaters, and gyms remain closed.    https://web.archive.org/web/20201008102450/https://www.vietnam-briefing.com/news/vietnam-business-operations-and-the-coronavirus-updates.html/","vietnam","restrictions on gatherings between 11-100 people"
"Vanuatu","VUT",20200923,"C4: Restrictions on gatherings",0,NA,"No change.","vanuatu","no restrictions"
"Yemen","YEM",20200713,"C4: Restrictions on gatherings",0,NA,"On 13 July, businesses in Houthi-controlled areas of the country were ordered to open, including ""restaurants, wedding halls, public baths, parks and playgrounds"", while maintaining social distancing, according to the Associated Press.     Reported by Xinhua: ""The decision came after the imposed measures have resulted ""positive impact"" related to control the spread of the coronavirus, said the television, citing a statement by the local health authorities.""    Additionally, a 13 July report from an IRC representative in Yemen indicates restrictions on gatherings are no longer in effect in government-controlled regions despite official recommendations to practice social distancing.    Reported in the Telegraph: ""Few precautions have been enacted to stop the spread, said Tamuna Sabadze, head of the International Rescue Committee aid agency in Yemen.  “There are no restrictions on movement, the shops, malls, markets, everything is open. There is no social distancing, public transport is moving freely. There are no prevention measures in place that can actually prevent the spread of the virus and it doesn't just disappear on its own.”""    With this announcement, it is likely that public event cancellations are effectively no longer in place in both government and Houthi controlled regions of Yemen, hence a coding of 0.    http://archive.fo/ICkpZ  http://archive.fo/qhC5u  http://archive.fo/KtSes","yemen","no restrictions"
"South Africa","ZAF",20200928,"C4: Restrictions on gatherings",2,"National","On September 20, South Africa entered level one of its five-stage COVID-19 response plan. Social, religious, and political gatherings of up to 250 people indoors and 500 outdoors are permitted if venues remain below 50 percent capacity.     https://web.archive.org/web/20201010023153/https://www.garda.com/crisis24/news-alerts/385101/south-africa-international-travel-to-and-from-certain-countries-resumes-october-1-update-29","south africa","restrictions on gatherings between 101-1000 people"
"Zambia","ZMB",20200926,"C4: Restrictions on gatherings",4,"National","Public gatherings of more than 5 people, who are not a family, need written approval from the local authority.  Source: http://web.archive.org/web/20201004152728/https://www.gov.uk/foreign-travel-advice/zambia/coronavirus","zambia","restrictions on gatherings of <= 10 people"
"Zimbabwe","ZWE",20200929,"C4: Restrictions on gatherings",3,"National","People are not complying with the regulations:  https://www.thezimbabwemail.com/health/progress-against-virus-brings-complacency-in-parts-of-africa/","zimbabwe","restrictions on gatherings between 11-100 people"
"Kosovo","RKS",20200908,"C4: Restrictions on gatherings",4,"National","""Gatherings of more than 5 people in public squares and parks are prohibited."".     Link: https://web.archive.org/web/20200921224255/https://www.gov.uk/foreign-travel-advice/kosovo/coronavirus","kosovo","restrictions on gatherings of <= 10 people"
"Anguilla","AIA",20200901,"C4: Restrictions on gatherings",0,NA,"No evidence of a change in policy on government websites (no new cases have been identified).","anguilla","no restrictions"
"Falkland Islands","FLK",20200901,"C4: Restrictions on gatherings",0,NA,"No changes in measures published on government COVID-19 website.    https://web.archive.org/web/20200927181612/https://fig.gov.fk/covid-19/","falkland islands","no restrictions"
"Montserrat","MSR",20200708,"C4: Restrictions on gatherings",3,"National","Gathering restrictions relaxed to 50 (from 10).    https://web.archive.org/web/20200927183930/https://www.gov.ms/2020/07/07/government-further-relaxes-covid-19-suppression-measures/","montserrat","restrictions on gatherings between 11-100 people"
